,error_code,cycle_time_s,spindle_speed_rpm,feed_rate_mm_min,axis_position_x_mm,spindle_temperature_c,vibration_mm_s,servo_motor_load_pct,power_consumption_kw,coolant_flow_l_min,coolant_pressure_bar,lubrication_level_pct,ambient_humidity_pct,ambient_dust_ug_m3,machine_status,production_count
2025-09-18 06:16:00,0,0.0,3649,448.666,318.866,25.559,0.925,27.652,11.803,18.422,2.841,90.608,73.525,15.637,Running,239
2025-09-18 06:17:00,0,0.0,3812,574.259,328.437,25.864,0.641,41.02,12.304,10.352,2.763,90.606,74.261,15.296,Running,239
2025-09-18 06:18:00,0,0.0,3886,408.769,335.249,26.142,1.025,35.591,12.262,12.689,3.487,90.604,78.493,13.874,Running,239
2025-09-18 06:19:00,0,0.0,4575,567.624,344.71,26.408,1.13,33.341,12.627,11.812,2.736,90.602,75.704,17.043,Running,239
2025-09-18 06:20:00,0,0.0,3847,552.676,353.921,26.715,1.438,41.222,12.048,19.697,2.538,90.6,76.13,12.741,Running,239
2025-09-18 06:21:00,0,0.0,3872,440.834,361.268,26.978,0.787,32.784,12.712,16.729,2.112,90.598,81.029,16.032,Running,239
2025-09-18 06:22:00,0,0.0,3529,482.835,369.315,27.215,1.192,27.285,12.205,16.205,3.094,90.596,72.841,15.848,Running,239
2025-09-18 06:23:00,0,0.0,4484,470.667,377.16,27.437,1.079,24.369,13.597,15.41,2.735,90.594,78.397,13.513,Running,239
2025-09-18 06:24:00,0,602.044,4467,520.992,385.843,27.746,1.06,41.857,13.639,14.759,3.945,90.592,73.692,14.438,Running,240
2025-09-18 06:25:00,0,0.0,3516,473.48,393.734,28.028,1.114,36.449,12.582,18.749,3.488,90.59,77.613,14.263,Running,240
2025-09-18 06:26:00,0,0.0,3637,515.791,402.331,28.307,0.614,35.66,11.847,14.883,3.658,90.588,73.163,15.288,Running,240
2025-09-18 06:27:00,0,0.0,4074,562.91,411.713,28.633,1.482,45.229,12.706,13.307,3.54,90.586,72.23,14.533,Running,240
2025-09-18 06:28:00,0,0.0,3596,465.1,419.464,28.943,0.746,42.07,12.372,11.135,2.173,90.584,74.826,15.565,Running,240
2025-09-18 06:29:00,0,0.0,4608,519.862,428.129,29.257,0.922,42.718,12.798,14.184,3.705,90.582,73.931,14.891,Running,240
2025-09-18 06:30:00,0,0.0,3828,445.006,435.546,29.589,0.949,46.405,12.417,14.934,2.642,90.58,73.402,15.465,Running,240
2025-09-18 06:31:00,0,0.0,3923,452.168,443.082,29.836,0.558,29.491,12.399,12.357,2.809,90.578,75.903,15.708,Running,240
2025-09-18 06:32:00,0,0.0,4425,495.476,451.34,30.128,1.512,38.317,13.266,11.686,3.381,90.576,79.44,16.48,Running,240
2025-09-18 06:33:00,0,0.0,4550,543.101,460.391,30.392,1.236,32.895,13.389,16.585,2.391,90.574,73.8,15.131,Running,240
2025-09-18 06:34:00,0,591.14,4354,524.749,469.137,30.713,1.23,44.167,14.102,15.806,2.274,90.572,75.822,14.338,Running,241
2025-09-18 06:35:00,0,0.0,3768,405.346,475.893,30.986,1.236,34.628,12.258,18.998,3.303,90.57,76.709,14.55,Running,241
2025-09-18 06:36:00,0,0.0,4713,411.754,482.755,31.31,0.547,44.837,13.703,15.893,2.66,90.568,73.717,15.883,Running,241
2025-09-18 06:37:00,0,0.0,4626,414.119,489.657,31.591,0.699,36.084,13.802,11.772,2.904,90.566,78.279,13.23,Running,241
2025-09-18 06:38:00,0,0.0,4082,569.93,499.156,31.882,1.151,38.349,13.641,17.375,2.535,90.564,74.717,14.71,Running,241
2025-09-18 06:39:00,0,0.0,4805,411.462,6.014,32.164,0.728,36.319,12.842,14.183,3.23,90.562,75.874,17.5,Running,241
2025-09-18 06:40:00,0,0.0,4725,460.817,13.694,32.446,1.478,36.478,13.278,15.352,3.487,90.56,76.683,13.848,Running,241
2025-09-18 06:41:00,0,0.0,4005,523.174,22.414,32.699,0.923,30.447,12.272,18.662,2.273,90.558,75.744,18.296,Running,241
2025-09-18 06:42:00,0,0.0,4351,408.834,29.228,32.975,0.978,35.311,12.632,11.188,3.414,90.556,76.8,15.376,Running,241
2025-09-18 06:43:00,0,0.0,3501,543.831,38.292,33.241,1.441,33.175,11.495,16.709,2.86,90.554,77.061,14.88,Running,241
2025-09-18 06:44:00,0,575.18,4240,529.743,47.121,33.506,1.435,32.968,13.004,17.374,2.815,90.552,78.495,16.154,Running,242
2025-09-18 06:45:00,0,0.0,3854,591.682,56.982,33.771,1.418,32.976,12.436,16.056,2.623,90.55,73.366,14.88,Running,242
2025-09-18 06:46:00,0,0.0,3872,551.217,66.169,34.082,1.283,42.256,13.853,17.364,2.808,90.548,75.791,15.465,Running,242
2025-09-18 06:47:00,0,0.0,4737,474.495,74.077,34.403,0.657,44.258,13.729,17.657,3.655,90.546,74.779,17.67,Running,242
2025-09-18 06:48:00,0,0.0,3942,590.909,83.926,34.64,0.397,27.315,12.124,11.253,2.741,90.544,76.09,14.19,Running,242
2025-09-18 06:49:00,0,0.0,3787,503.028,92.31,34.872,0.668,26.344,12.686,19.63,2.32,90.542,77.466,14.709,Running,242
2025-09-18 06:50:00,0,0.0,3514,547.739,101.439,35.132,0.987,32.104,11.173,11.511,3.932,90.54,74.092,16.575,Running,242
2025-09-18 06:51:00,0,0.0,3990,475.246,109.359,35.36,1.515,25.581,13.094,16.92,3.492,90.538,75.281,15.524,Running,242
2025-09-18 06:52:00,0,0.0,4527,598.268,119.33,35.664,0.996,40.797,14.144,15.977,2.648,90.536,75.681,14.753,Running,242
2025-09-18 06:53:00,0,0.0,4632,408.542,126.139,35.91,0.973,29.127,13.434,11.124,3.837,90.534,76.193,15.306,Running,242
2025-09-18 06:54:00,0,585.36,4322,430.805,133.32,36.189,0.892,35.92,13.712,13.9,2.396,90.532,77.692,14.469,Running,243
2025-09-18 06:55:00,0,0.0,4683,533.153,142.205,36.464,0.469,34.983,13.373,13.65,2.672,90.53,70.608,13.857,Running,243
2025-09-18 06:56:00,0,0.0,3991,452.001,149.739,36.804,1.401,47.913,13.06,13.892,2.846,90.528,73.366,16.291,Running,243
2025-09-18 06:57:00,0,0.0,4180,479.181,157.725,37.058,1.047,30.795,13.097,16.285,3.509,90.526,74.376,15.173,Running,243
2025-09-18 06:58:00,0,0.0,3786,521.153,166.411,37.361,1.067,40.725,12.504,16.497,3.511,90.524,72.412,14.844,Running,243
2025-09-18 06:59:00,0,0.0,4299,562.377,175.784,37.567,1.48,21.103,13.6,14.449,3.306,90.522,75.705,16.835,Running,243
2025-09-18 07:00:00,0,0.0,3650,435.828,183.048,37.876,1.299,41.857,11.315,18.728,2.794,90.52,74.897,16.487,Running,243
2025-09-18 07:01:00,0,0.0,4282,400.831,189.728,38.196,1.414,44.019,13.59,15.48,2.423,90.518,74.984,15.036,Running,243
2025-09-18 07:02:00,0,0.0,3888,422.716,196.774,38.445,1.191,29.818,12.754,19.608,2.007,90.516,74.243,15.072,Running,243
2025-09-18 07:03:00,0,0.0,4257,450.537,204.282,38.76,0.931,42.873,12.484,10.01,2.142,90.514,72.796,15.915,Running,243
2025-09-18 07:04:00,0,602.076,4350,429.617,211.443,39.042,1.029,36.527,13.114,18.966,2.637,90.512,76.082,13.33,Running,244
2025-09-18 07:05:00,0,0.0,4560,549.979,220.609,39.273,1.43,26.196,13.421,19.418,3.944,90.51,75.859,13.935,Running,244
2025-09-18 07:06:00,0,0.0,3794,403.598,227.336,39.511,1.168,27.493,12.044,19.208,3.372,90.508,72.73,16.355,Running,244
2025-09-18 07:07:00,0,0.0,4045,416.383,234.275,39.759,1.119,29.682,13.741,10.394,3.591,90.506,76.779,15.836,Running,244
2025-09-18 07:08:00,0,0.0,3661,472.227,242.146,39.997,1.233,27.499,11.934,12.591,3.245,90.504,75.462,15.316,Running,244
2025-09-18 07:09:00,0,0.0,4194,594.894,252.061,40.236,1.167,27.817,13.131,10.123,2.713,90.502,74.479,16.273,Running,244
2025-09-18 07:10:00,0,0.0,4066,512.911,260.609,40.477,0.494,28.13,13.521,11.725,3.505,90.5,72.952,15.671,Running,244
2025-09-18 07:11:00,0,0.0,4607,410.481,267.451,40.716,1.406,27.919,13.38,16.797,3.075,90.498,73.46,15.083,Running,244
2025-09-18 07:12:00,0,0.0,3608,593.695,277.346,40.959,1.382,28.611,11.561,12.705,3.166,90.496,74.42,13.661,Running,244
2025-09-18 07:13:00,0,0.0,4387,414.602,284.256,41.196,0.839,27.322,13.482,19.21,3.073,90.494,71.708,17.106,Running,244
2025-09-18 07:14:00,0,604.457,3882,597.146,294.208,41.466,0.864,34.079,11.75,11.745,2.91,90.492,74.599,15.505,Running,245
2025-09-18 07:15:00,0,0.0,3952,571.137,303.727,41.706,0.988,27.924,12.141,10.784,3.098,90.49,72.072,14.066,Running,245
2025-09-18 07:16:00,0,0.0,4361,475.68,311.655,41.971,1.172,33.107,12.931,17.494,2.73,90.488,76.299,13.208,Running,245
2025-09-18 07:17:00,0,0.0,3918,495.891,319.92,42.27,0.911,39.738,13.047,13.302,2.639,90.486,69.645,14.447,Running,245
2025-09-18 07:18:00,0,0.0,3847,549.97,329.086,42.516,0.719,29.129,12.056,10.126,3.155,90.484,74.413,14.702,Running,245
2025-09-18 07:19:00,0,0.0,4849,521.636,337.78,42.84,1.097,44.773,13.226,15.174,2.355,90.482,75.772,14.81,Running,245
2025-09-18 07:20:00,0,0.0,4943,577.164,347.399,43.113,1.482,34.682,12.74,11.861,2.476,90.48,73.677,14.822,Running,245
2025-09-18 07:21:00,0,0.0,4406,457.016,355.016,43.433,0.646,43.972,13.232,14.002,2.402,90.478,73.743,15.259,Running,245
2025-09-18 07:22:00,0,0.0,4912,504.409,363.423,43.665,1.05,26.493,14.107,13.542,3.236,90.476,78.522,13.854,Running,245
2025-09-18 07:23:00,0,0.0,4954,564.975,372.839,43.977,1.195,42.404,14.322,16.274,2.249,90.474,76.917,15.686,Running,245
2025-09-18 07:24:00,0,593.598,3511,589.129,382.658,44.27,0.453,38.499,11.81,19.158,2.894,90.472,73.127,14.175,Running,246
2025-09-18 07:25:00,0,0.0,4579,408.427,389.465,44.51,0.914,28.02,13.606,11.596,3.897,90.47,71.412,14.999,Running,246
2025-09-18 07:26:00,0,0.0,4608,504.554,397.875,44.779,1.27,33.917,13.865,13.833,2.051,90.468,72.101,15.154,Running,246
2025-09-18 07:27:00,0,0.0,4661,429.65,405.035,45.055,0.731,35.137,14.274,13.911,2.012,90.466,73.628,15.49,Running,246
2025-09-18 07:28:00,0,0.0,3575,515.301,413.624,45.305,1.285,29.935,12.008,10.989,3.175,90.464,72.268,13.025,Running,246
2025-09-18 07:29:00,0,0.0,4704,494.267,421.861,45.612,0.667,41.519,13.173,17.225,3.158,90.462,72.201,15.055,Running,246
2025-09-18 07:30:00,0,0.0,4242,486.673,429.973,45.913,0.77,40.136,13.35,13.065,2.528,90.46,75.301,13.744,Running,246
2025-09-18 07:31:00,0,0.0,4598,496.186,438.242,46.219,0.884,41.249,13.379,16.362,3.959,90.458,76.785,16.901,Running,246
2025-09-18 07:32:00,0,0.0,4167,588.338,448.048,46.514,0.968,38.864,12.463,19.513,3.292,90.456,71.895,14.557,Running,246
2025-09-18 07:33:00,0,0.0,4700,552.886,457.263,46.822,1.091,41.726,11.984,17.719,2.178,90.454,75.975,16.261,Running,246
2025-09-18 07:34:00,0,603.637,4101,506.386,465.703,47.092,1.208,33.942,12.183,10.659,3.601,90.452,72.739,14.797,Running,247
2025-09-18 07:35:00,0,0.0,3780,462.31,473.408,47.375,0.958,36.588,12.933,18.179,2.614,90.45,76.772,15.489,Running,247
2025-09-18 07:36:00,0,0.0,4997,595.418,483.331,47.625,1.121,29.978,13.876,11.871,2.14,90.448,75.084,13.76,Running,247
2025-09-18 07:37:00,0,0.0,4242,499.453,491.656,47.852,1.245,25.497,13.728,19.214,3.356,90.446,70.306,16.029,Running,247
2025-09-18 07:38:00,0,0.0,4812,433.411,498.879,48.151,1.323,39.669,13.432,14.726,3.438,90.444,78.602,15.466,Running,247
2025-09-18 07:39:00,0,0.0,4987,432.224,6.083,48.438,0.643,37.48,12.987,18.969,2.886,90.442,71.141,13.731,Running,247
2025-09-18 07:40:00,0,0.0,4440,525.386,14.839,48.698,0.828,31.895,13.17,11.524,3.952,90.44,79.957,14.036,Running,247
2025-09-18 07:41:00,0,0.0,4068,534.242,23.743,48.997,0.625,39.884,13.183,18.285,2.174,90.438,75.806,15.761,Running,247
2025-09-18 07:42:00,0,0.0,4711,541.577,32.77,49.282,0.814,37.095,13.479,11.803,3.095,90.436,77.343,15.763,Running,247
2025-09-18 07:43:00,0,0.0,3742,474.633,40.68,49.591,0.961,41.637,12.1,16.934,2.921,90.434,74.034,15.431,Running,247
2025-09-18 07:44:00,0,596.22,3692,410.757,47.526,49.865,0.965,34.861,12.241,15.379,2.946,90.432,74.564,16.102,Running,248
2025-09-18 07:45:00,0,0.0,4218,474.748,55.439,50.138,1.083,34.572,12.8,12.294,2.839,90.43,74.685,14.382,Running,248
2025-09-18 07:46:00,0,0.0,4900,563.296,64.827,50.388,1.212,30.137,12.734,18.888,2.793,90.428,74.387,15.941,Running,248
2025-09-18 07:47:00,0,0.0,4811,423.17,71.88,50.691,0.738,40.525,14.157,12.816,3.052,90.426,71.14,15.937,Running,248
2025-09-18 07:48:00,0,0.0,3848,530.878,80.728,50.933,0.565,28.298,12.401,11.452,2.742,90.424,73.861,15.111,Running,248
2025-09-18 07:49:00,0,0.0,4675,470.986,88.577,51.158,1.362,25.06,12.913,13.304,3.893,90.422,76.711,15.41,Running,248
2025-09-18 07:50:00,0,0.0,4824,574.57,98.154,51.455,0.83,39.477,13.694,12.619,2.668,90.42,76.875,14.112,Running,248
2025-09-18 07:51:00,0,0.0,4734,415.703,105.082,51.734,1.103,35.712,13.439,13.42,2.814,90.418,73.051,13.876,Running,248
2025-09-18 07:52:00,0,0.0,3945,541.896,114.114,52.043,0.736,41.736,11.452,19.96,3.304,90.416,74.712,14.624,Running,248
2025-09-18 07:53:00,0,0.0,3654,463.64,121.841,52.337,0.846,38.934,12.013,11.319,3.921,90.414,75.761,13.382,Running,248
2025-09-18 07:54:00,0,599.407,4681,496.836,130.122,52.635,1.285,39.632,13.075,15.432,3.952,90.412,73.237,13.968,Running,249
2025-09-18 07:55:00,0,0.0,4732,468.269,137.926,52.883,1.065,29.495,13.523,18.721,2.313,90.41,76.043,17.158,Running,249
2025-09-18 07:56:00,0,0.0,3617,461.97,145.626,53.183,1.364,40.123,12.906,15.235,3.203,90.408,75.213,15.898,Running,249
2025-09-18 07:57:00,0,0.0,4386,466.495,153.4,53.449,1.29,33.13,12.93,18.616,2.316,90.406,73.191,15.901,Running,249
2025-09-18 07:58:00,0,0.0,3598,597.91,163.366,53.699,0.628,29.933,12.358,19.347,2.234,90.404,75.211,15.597,Running,249
2025-09-18 07:59:00,0,0.0,4731,456.852,170.98,53.938,1.504,27.904,12.155,15.1,3.685,90.402,71.645,15.444,Running,249
2025-09-18 08:00:00,0,0.0,3746,428.958,178.129,54.147,0.565,21.717,11.213,16.142,2.792,90.4,75.452,15.889,Running,249
2025-09-18 08:01:00,0,0.0,3621,538.45,187.103,54.417,1.253,34.011,12.344,13.101,2.189,90.398,72.248,15.188,Running,249
2025-09-18 08:02:00,0,0.0,4395,494.068,195.338,54.688,0.984,34.231,15.073,18.753,3.336,90.396,72.024,15.821,Running,249
2025-09-18 08:03:00,0,0.0,3678,539.248,204.325,55.038,1.442,49.904,11.936,10.414,2.144,90.394,71.604,14.51,Running,249
2025-09-18 08:04:00,0,606.375,4772,578.394,213.965,55.283,1.191,29.008,12.607,19.182,3.158,90.392,70.105,15.423,Running,250
2025-09-18 08:05:00,0,0.0,3984,425.841,221.062,55.563,0.991,35.999,12.694,12.394,3.699,90.39,74.929,15.826,Running,250
2025-09-18 08:06:00,0,0.0,4096,537.959,230.028,55.829,0.715,33.272,13.082,16.11,3.307,90.388,76.464,15.266,Running,250
2025-09-18 08:07:00,0,0.0,3951,491.523,238.221,56.122,0.804,38.672,12.99,14.289,3.296,90.386,71.227,15.779,Running,250
2025-09-18 08:08:00,0,0.0,4898,424.481,245.295,56.378,0.988,31.205,13.994,16.2,3.198,90.384,73.426,15.473,Running,250
2025-09-18 08:09:00,0,0.0,4016,584.663,255.04,56.707,0.588,45.778,12.765,12.293,3.078,90.382,70.428,14.084,Running,250
2025-09-18 08:10:00,0,0.0,4451,513.056,263.591,57.013,1.23,41.172,13.305,11.545,2.299,90.38,71.18,16.163,Running,250
2025-09-18 08:11:00,0,0.0,3813,469.499,271.416,57.336,0.607,44.614,12.374,16.692,2.619,90.378,74.628,15.829,Running,250
2025-09-18 08:12:00,0,0.0,4411,568.487,280.89,57.649,1.404,42.645,12.798,15.469,2.346,90.376,71.777,12.837,Running,250
2025-09-18 08:13:00,0,0.0,3557,477.565,288.85,57.958,1.0,41.762,12.017,12.818,3.863,90.374,72.878,15.544,Running,250
2025-09-18 08:14:00,0,610.043,3709,499.736,297.179,58.231,1.381,34.583,12.49,17.26,2.63,90.372,74.456,14.98,Running,251
2025-09-18 08:15:00,0,0.0,0,0.0,297.179,58.031,0.302,1.854,1.504,0.0,0.0,90.37,72.826,16.381,Idle,251
2025-09-18 08:16:00,0,0.0,0,0.0,297.179,57.831,0.184,1.982,1.036,0.0,0.0,90.368,73.623,15.498,Idle,251
2025-09-18 08:17:00,0,0.0,0,0.0,297.179,57.631,0.227,1.966,1.788,0.0,0.0,90.366,70.45,14.946,Idle,251
2025-09-18 08:18:00,0,0.0,0,0.0,297.179,57.431,0.223,1.704,1.56,0.0,0.0,90.364,74.732,15.266,Idle,251
2025-09-18 08:19:00,0,0.0,0,0.0,297.179,57.231,0.31,1.745,1.095,0.0,0.0,90.362,73.188,12.914,Idle,251
2025-09-18 08:20:00,0,0.0,0,0.0,297.179,57.031,0.448,0.653,1.11,0.0,0.0,90.36,70.344,15.614,Idle,251
2025-09-18 08:21:00,0,0.0,0,0.0,297.179,56.831,0.276,0.169,1.495,0.0,0.0,90.358,73.117,15.043,Idle,251
2025-09-18 08:22:00,0,0.0,0,0.0,297.179,56.631,0.373,1.181,1.293,0.0,0.0,90.356,71.126,14.113,Idle,251
2025-09-18 08:23:00,0,0.0,0,0.0,297.179,56.431,0.471,0.091,1.978,0.0,0.0,90.354,74.382,15.835,Idle,251
2025-09-18 08:24:00,0,0.0,0,0.0,297.179,56.231,0.44,0.167,1.637,0.0,0.0,90.352,73.006,16.024,Idle,251
2025-09-18 08:25:00,0,0.0,0,0.0,297.179,56.031,0.278,0.966,1.778,0.0,0.0,90.35,70.795,14.977,Idle,251
2025-09-18 08:26:00,0,0.0,0,0.0,297.179,55.831,0.479,0.747,1.218,0.0,0.0,90.348,70.888,15.754,Idle,251
2025-09-18 08:27:00,0,0.0,0,0.0,297.179,55.631,0.277,0.587,1.916,0.0,0.0,90.346,71.859,14.801,Idle,251
2025-09-18 08:28:00,0,0.0,0,0.0,297.179,55.431,0.205,1.336,1.776,0.0,0.0,90.344,72.66,14.868,Idle,251
2025-09-18 08:29:00,0,0.0,0,0.0,297.179,55.231,0.291,1.569,1.179,0.0,0.0,90.342,73.444,14.795,Idle,251
2025-09-18 08:30:00,0,0.0,3866,429.104,304.33,55.481,1.241,29.908,11.965,18.218,3.453,90.34,75.042,15.573,Running,251
2025-09-18 08:31:00,0,0.0,4794,485.491,312.422,55.763,1.366,36.515,14.163,16.735,3.91,90.338,71.343,13.674,Running,251
2025-09-18 08:32:00,0,0.0,4180,404.768,319.168,55.99,0.407,25.422,12.68,19.09,3.508,90.336,71.895,13.825,Running,251
2025-09-18 08:33:00,0,0.0,4274,598.595,329.145,56.317,1.34,45.237,13.289,12.215,3.464,90.334,72.74,15.422,Running,251
2025-09-18 08:34:00,0,0.0,3803,473.421,337.035,56.609,0.586,38.515,12.947,15.476,3.147,90.332,72.137,16.252,Running,251
2025-09-18 08:35:00,0,0.0,4942,520.792,345.715,56.879,0.629,34.011,15.015,16.622,3.105,90.33,73.739,14.51,Running,251
2025-09-18 08:36:00,0,0.0,3627,460.493,353.39,57.174,1.174,38.939,12.981,17.878,3.872,90.328,71.647,13.837,Running,251
2025-09-18 08:37:00,0,0.0,4354,536.93,362.339,57.468,1.396,38.791,13.194,15.83,2.331,90.326,69.357,14.039,Running,251
2025-09-18 08:38:00,0,0.0,4765,404.716,369.084,57.719,0.583,30.161,13.818,13.18,2.63,90.324,74.036,14.112,Running,251
2025-09-18 08:39:00,0,576.765,4241,531.907,377.949,58.01,0.898,38.193,13.42,19.725,3.272,90.322,70.667,15.807,Running,252
2025-09-18 08:40:00,0,0.0,4800,442.818,385.329,58.263,0.619,30.709,12.149,18.802,2.603,90.32,70.895,16.145,Running,252
2025-09-18 08:41:00,0,0.0,3791,450.509,392.838,58.502,1.305,27.723,11.808,10.553,2.768,90.318,68.854,14.969,Running,252
2025-09-18 08:42:00,0,0.0,4552,587.188,402.624,58.741,1.49,27.854,13.253,13.865,3.336,90.316,76.891,15.448,Running,252
2025-09-18 08:43:00,0,0.0,4606,452.497,410.166,59.028,0.869,37.351,14.122,10.035,3.313,90.314,74.572,14.638,Running,252
2025-09-18 08:44:00,0,0.0,3699,515.287,418.754,59.357,0.744,45.877,11.78,19.865,2.028,90.312,74.409,14.871,Running,252
2025-09-18 08:45:00,0,0.0,4838,446.487,426.195,59.639,0.977,36.437,13.926,11.758,2.625,90.31,74.363,15.747,Running,252
2025-09-18 08:46:00,0,0.0,4806,581.712,435.891,59.918,0.795,35.78,13.875,12.075,2.573,90.308,71.06,15.466,Running,252
2025-09-18 08:47:00,0,0.0,4878,591.944,445.756,60.223,0.774,40.899,13.08,11.361,2.543,90.306,70.581,14.764,Running,252
2025-09-18 08:48:00,0,0.0,3747,564.05,455.157,60.537,1.064,42.87,13.922,17.65,3.612,90.304,71.747,13.764,Running,252
2025-09-18 08:49:00,0,598.762,4319,491.067,463.342,60.809,1.334,34.463,13.738,11.781,3.081,90.302,70.559,13.42,Running,253
2025-09-18 08:50:00,0,0.0,4799,481.647,471.369,61.1,0.995,38.199,14.125,19.329,3.338,90.3,74.583,16.866,Running,253
2025-09-18 08:51:00,0,0.0,3924,478.782,479.349,61.365,1.286,32.865,11.707,11.344,3.99,90.298,73.683,15.485,Running,253
2025-09-18 08:52:00,0,0.0,4185,554.586,488.592,61.671,1.017,41.328,12.128,12.507,2.512,90.296,72.095,15.688,Running,253
2025-09-18 08:53:00,0,0.0,3504,420.926,495.607,61.907,0.757,27.032,12.137,14.226,2.543,90.294,70.128,14.167,Running,253
2025-09-18 08:54:00,0,0.0,4023,498.342,3.913,62.16,1.137,30.606,13.494,10.583,2.397,90.292,74.244,14.082,Running,253
2025-09-18 08:55:00,0,0.0,3534,472.421,11.787,62.433,0.836,34.693,12.046,18.061,2.284,90.29,71.498,14.518,Running,253
2025-09-18 08:56:00,0,0.0,4425,401.674,18.481,62.734,0.595,40.106,14.098,14.596,3.434,90.288,75.081,16.014,Running,253
2025-09-18 08:57:00,0,0.0,3552,524.88,27.229,62.998,1.54,32.9,11.839,12.748,2.619,90.286,75.667,15.442,Running,253
2025-09-18 08:58:00,0,0.0,3974,439.57,34.555,63.251,0.542,30.58,13.175,17.565,2.772,90.284,76.133,15.609,Running,253
2025-09-18 08:59:00,0,606.268,3853,450.252,42.06,63.554,0.584,40.662,12.355,19.545,2.207,90.282,77.814,16.653,Running,254
2025-09-18 09:00:00,0,0.0,3803,444.475,49.467,63.838,0.552,36.767,12.732,12.09,2.079,90.28,70.351,14.156,Running,254
2025-09-18 09:01:00,0,0.0,4032,557.944,58.767,64.141,1.237,40.62,12.992,17.712,2.79,90.278,70.672,15.19,Running,254
2025-09-18 09:02:00,0,0.0,3806,495.593,67.026,64.406,1.263,32.955,12.341,15.647,3.37,90.276,74.075,15.503,Running,254
2025-09-18 09:03:00,0,0.0,3569,557.375,76.316,64.668,0.869,32.449,11.516,14.556,2.71,90.274,67.227,15.973,Running,254
2025-09-18 09:04:00,0,0.0,3645,585.825,86.08,64.938,1.054,33.997,11.975,17.092,2.848,90.272,68.818,14.206,Running,254
2025-09-18 09:05:00,0,0.0,4750,432.573,93.289,65.225,1.239,37.317,13.469,19.975,2.444,90.27,68.266,15.725,Running,254
2025-09-18 09:06:00,0,0.0,4080,540.17,102.292,65.537,0.716,42.455,13.025,12.426,3.514,90.268,73.265,16.191,Running,254
2025-09-18 09:07:00,0,0.0,4425,483.708,110.354,65.77,0.822,26.518,13.524,19.428,3.599,90.266,67.074,15.711,Running,254
2025-09-18 09:08:00,0,0.0,3756,438.716,117.666,65.986,0.957,23.211,12.465,13.821,3.263,90.264,74.888,16.685,Running,254
2025-09-18 09:09:00,0,616.817,4070,595.176,127.585,66.219,1.43,26.705,13.024,19.202,2.456,90.262,70.579,13.93,Running,255
2025-09-18 09:10:00,0,0.0,4427,534.419,136.492,66.486,0.553,33.315,12.942,11.114,3.119,90.26,67.261,16.426,Running,255
2025-09-18 09:11:00,0,0.0,4322,455.009,144.076,66.73,0.814,28.904,12.816,17.822,3.732,90.258,69.369,14.976,Running,255
2025-09-18 09:12:00,0,0.0,3697,417.628,151.036,67.038,1.284,41.457,13.511,11.308,2.607,90.256,70.31,14.666,Running,255
2025-09-18 09:13:00,0,0.0,4420,573.698,160.598,67.315,1.0,35.396,12.773,17.654,2.316,90.254,66.683,15.939,Running,255
2025-09-18 09:14:00,0,0.0,3810,504.965,169.014,67.575,0.832,32.169,11.701,11.061,3.59,90.252,70.727,13.442,Running,255
2025-09-18 09:15:00,0,0.0,3907,455.974,176.614,67.842,0.845,33.267,12.32,14.828,2.511,90.25,70.246,14.465,Running,255
2025-09-18 09:16:00,0,0.0,4165,442.03,183.981,68.112,1.453,33.944,12.622,17.198,2.274,90.248,72.105,14.417,Running,255
2025-09-18 09:17:00,0,0.0,3538,429.986,191.147,68.418,1.206,41.36,12.482,16.173,3.732,90.246,71.32,15.248,Running,255
2025-09-18 09:18:00,0,0.0,4485,470.648,198.991,68.642,0.985,24.821,12.89,11.556,2.454,90.244,69.846,15.357,Running,255
2025-09-18 09:19:00,0,608.001,3757,562.609,208.368,68.903,0.898,32.075,12.513,15.764,2.717,90.242,69.81,15.192,Running,256
2025-09-18 09:20:00,0,0.0,3880,555.365,217.624,69.196,0.929,38.714,13.464,16.188,3.602,90.24,70.984,14.609,Running,256
2025-09-18 09:21:00,0,0.0,4117,447.233,225.078,69.478,0.754,36.338,13.42,12.694,2.041,90.238,70.606,14.144,Running,256
2025-09-18 09:22:00,0,0.0,4626,477.652,233.039,69.767,1.423,37.83,13.532,17.964,2.014,90.236,74.956,15.048,Running,256
2025-09-18 09:23:00,0,0.0,4037,405.122,239.791,70.052,0.989,36.91,12.926,17.386,3.307,90.234,71.772,13.891,Running,256
2025-09-18 09:24:00,0,0.0,4682,491.382,247.981,70.301,1.253,29.853,13.515,11.273,2.002,90.232,71.028,15.306,Running,256
2025-09-18 09:25:00,0,0.0,4936,454.562,255.557,70.59,0.492,37.732,13.414,17.662,3.674,90.23,70.633,16.043,Running,256
2025-09-18 09:26:00,0,0.0,4408,478.588,263.533,70.853,1.005,32.614,13.524,18.42,3.37,90.228,72.373,15.661,Running,256
2025-09-18 09:27:00,0,0.0,4935,439.237,270.854,71.108,0.492,31.073,13.758,10.837,3.512,90.226,68.871,18.008,Running,256
2025-09-18 09:28:00,0,0.0,4479,407.704,277.649,71.365,1.352,31.47,12.989,16.837,2.431,90.224,70.243,14.673,Running,256
2025-09-18 09:29:00,0,594.873,4559,551.552,286.842,71.591,0.714,25.197,12.873,11.307,2.343,90.222,72.039,15.94,Running,257
2025-09-18 09:30:00,0,0.0,4474,572.536,296.384,71.898,1.211,41.375,13.364,16.372,2.094,90.22,69.279,14.148,Running,257
